,country,title,variety,winery,price,year
296,6,Ventisquero 2008 Grey [Glacier] Single Block Trinidad Vineyard Cabernet Sauvignon (Maipo Valley),17,308,20.0,2008
880,10,Cline 2008 Sonoma Estate Syrah (Los Carneros),24,202,20.0,2008
914,9,Graffigna 2012 Grand Reserve Malbec (San Juan),27,309,20.0,2012
822,2,Ridolfi 2012  Rosso di Montalcino,74,310,20.0,2012
916,10,Coelho 2015 Renovação Estate Vineyards Pinot Gris (Willamette Valley),50,311,20.0,2015
929,10,Bella Grace 2013 Estate Zinfandel (Amador County),70,312,20.0,2013
276,10,St. Francis 2009 Old Vines Zinfandel (Sonoma County),70,313,20.0,2009
34,10,Envolve 2011 Sauvignon Blanc (Sonoma Valley),9,314,20.0,2011
961,3,Château de Bel 2014  Bordeaux Supérieur,26,315,20.0,2014
21,10,Acrobat 2013 Pinot Noir (Oregon),41,316,20.0,2013
985,9,Pascual Toso 2007 Reserve Las Barrancas Vineyards Cabernet Sauvignon (Mendoza),17,317,20.0,2007
988,10,Lachini 2007 Pinot Gris (Oregon),50,318,20.0,2007
256,11,Goats do Roam Wine Co. 2008 Goat-Roti Syrah-Viognier (Coastal Region),88,319,20.0,2008
925,10,Terre Rouge 2013 Vin Doux Naturel Muscat Blanc à Petits Grains (Shenandoah Valley (CA)),89,320,20.0,2013
319,2,Paladin 2007 Millesimato Brut Prosecco (Veneto),36,321,20.0,2007
839,10,Lamoreaux Landing 2013 Yellow Dog Vineyard Riesling (Finger Lakes),5,303,20.0,2013
97,10,Heron Hill 2015 Ingle Vineyard Riesling (Finger Lakes),5,322,20.0,2015
742,3,Paul Reitz 2014  Saint-Véran,0,323,20.0,2014
218,10,Robert Mondavi 2015 Fumé Blanc (Napa Valley),90,325,20.0,2015
95,3,Henry Fessy 2015  Juliénas,7,10,20.0,2015
102,10,Lamoreaux Landing 2014 Yellow Dog Vineyard Riesling (Finger Lakes),5,303,20.0,2014
422,10,Kerloo 2015 Blue Mountain Vineyard Grenache Blanc (Walla Walla Valley (WA)),91,326,20.0,2015
797,3,Château La Branne 2014  Médoc,26,327,20.0,2014
419,3,Château de Callac 2011  Graves,26,328,20.0,2011
809,8,Finca Constancia 2011 Parcela 23 Tempranillo (Vino de la Tierra de Castilla),11,329,20.0,2011
226,11,Oldenburg 2014 Chenin Blanc (Stellenbosch),30,330,20.0,2014
800,10,Chessman 2014 Cabernet Sauvignon (Santa Ynez Valley),17,331,20.0,2014
369,2,Ronco del Gelso 1999 Chardonnay (Friuli),0,332,21.0,1999
652,4,Plantagenet 2014 Riesling (Great Southern),5,333,21.0,2014
37,2,Feudi del Pisciotto 2010 Missoni Cabernet Sauvignon (Sicilia),17,334,21.0,2010
366,2,Cantina Terlano 2000 Vorberg Pinot Bianco (Alto Adige),92,135,21.0,2000
994,3,Fournier Père et Fils 2006 Les Belles Vignes  (Sancerre),9,335,22.0,2006
720,1,Cortes de Cima 2015 Rosé (Alentejano),2,336,22.0,2015
732,3,Domaine Michel Goubard 2014 Mont-Avril  (Côte Chalonnaise),41,337,22.0,2014
177,2,Isole e Olena 2005  Chianti Classico,74,338,22.0,2005
94,10,Gård 2014 Grand Klasse Reserve Lawrence Vineyards Viognier (Columbia Valley (WA)),53,339,22.0,2014
23,10,Bianchi 2011 Signature Selection Merlot (Paso Robles),6,340,22.0,2011
753,10,Center of Effort 2008 Effort Chardonnay (Edna Valley),0,341,22.0,2008
802,3,Domaine Franck Besson 2014 Le Griottier  (Juliénas),7,342,22.0,2014
51,6,Casa Silva 2008 Gran Reserva Petit Verdot (Colchagua Valley),93,343,22.0,2008
813,4,Torbreck 2013 Cuvee Juveniles Red (Barossa Valley),35,344,22.0,2013
171,5,Fritz Haag 2014 Riesling (Mosel),5,345,22.0,2014
535,5,Maximin Grünhäuser 2015 Trocken Riesling (Mosel),5,346,22.0,2015
902,10,Becker 2014 Reserve Bingham Vineyard Roussanne (Texas High Plains),79,347,22.0,2014
882,10,Fuse 2009 Cabernet Sauvignon (Napa Valley),17,348,22.0,2009
794,10,Buttonwood 2015 Grenache Blanc (Santa Ynez Valley),91,349,22.0,2015
816,10,Keuka Spring 2013 Pre-Emption Vineyard Gewürztraminer (Finger Lakes),39,350,22.0,2013
41,10,Hawkins Cellars 2009 Pinot Noir (Willamette Valley),41,351,22.0,2009
251,10,Cherry Hill 2006 Papillon Estate Pinot Noir (Willamette Valley),41,352,22.0,2006
224,9,Mendel 2014 Lunta Malbec (Luján de Cuyo),27,353,22.0,2014
320,2,Perlage 2008 Col di Manza Extra Dry Millesimato  (Prosecco di Valdobbiadene),36,291,22.0,2008
90,10,Ferrari-Carano 2014 Siena Red (Sonoma County),35,354,23.0,2014
20,10,Quiévremont 2012 Vin de Maison Red (Virginia),35,355,23.0,2012
371,2,Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige),9,356,23.0,2002
197,11,Spier 2014 21 Gables Chenin Blanc (Western Cape),30,357,23.0,2014
972,10,Saddleback 2008 Viognier (Clarksburg),53,359,23.0,2008
949,2,Travaglini 2014 Nebbiolo (Coste della Sesia),78,360,23.0,2014
626,2,Domenico Cavazza 2008 Memorio Creari  (Gambellara Classico),22,361,23.0,2008
110,3,Pardon et Fils 2015 Les Quartelets  (Brouilly),7,362,23.0,2015
646,1,Quinta da Lagoalva de Cima 2013 Lagoalva Barrel Selection Tinto Red (Tejo),29,363,23.0,2013
911,3,Frédéric Brouca 2013 Samsó Seulle Cinsault (Vin de France),94,364,23.0,2013
423,12,Kohl 2015 Kittl Grüner Veltliner (Weinviertel),33,365,23.0,2015
831,3,Domaine du Haut-Poncié 2013 Roche Grès  (Moulin-à-Vent),7,366,23.0,2013
180,10,Manzoni 2006 Lucia Highland Vineyard Chardonnay (Santa Lucia Highlands),0,367,23.0,2006
711,10,Dutton Estate 2013 Cohen Vineyard Dutton Ranch Sauvignon Blanc (Russian River Valley),9,368,23.0,2013
399,2,Astoria 2008 Extra Dry  (Prosecco di Valdobbiadene),36,369,24.0,2008
846,3,Domaine Barmès-Buecher 2014 Rosenberg Sylvaner (Alsace),66,370,24.0,2014
844,2,Cottanera 2015 Bianco  (Etna),95,371,24.0,2015
597,12,Malat 2016 Furth-Palt Riesling (Kremstal),5,210,24.0,2016
84,10,Napa Cellars 2014 Classic Zinfandel (Napa Valley),70,372,24.0,2014
305,10,Claudia Springs 2007 Zinfandel (Mendocino County),70,373,24.0,2007
747,10,William Knuttel 2007 Pinot Noir (Sonoma Coast),41,374,24.0,2007
65,3,Simonnet-Febvre 2015  Chablis,0,375,24.0,2015
530,6,Lapostolle 2013 Cuvée Alexandre Apalta Vineyard Made With Organic Grapes Syrah (Colchagua Valley),24,49,24.0,2013
7,3,Trimbach 2012 Gewurztraminer (Alsace),39,376,24.0,2012
650,2,Sturm 2014 Sauvignon (Collio),47,377,24.0,2014
15,5,Richard Böcking 2013 Devon Riesling (Mosel),5,378,24.0,2013
957,10,Carica 2015 Ritchie Vineyard Sauvignon Blanc (Russian River Valley),9,379,24.0,2015
431,10,ONX 2015 Indie Tempranillo (Templeton Gap District),11,380,24.0,2015
280,12,Forstreiter 2012 Schiefer Reserve Grüner Veltliner (Kremstal),33,381,24.0,2012
641,10,Les Belles Collines 2014 Pinot Gris (California),50,383,25.0,2014
206,10,Courtney Benham 2014 Cabernet Sauvignon (Napa Valley),17,384,25.0,2014
205,10,J. Lohr 2015 October Night Chardonnay (Arroyo Seco),0,385,25.0,2015
665,2,Poderi Colla 2013 Costa Bruna  (Barbera d'Alba),96,386,25.0,2013
617,2,Bacio della Luna 2012 Millesimato Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),87,387,25.0,2012
225,11,Oldenburg 2013 Chardonnay (Stellenbosch),0,330,25.0,2013
680,8,Bodegas Berceo 2011 Selección Crianza  (Rioja),32,388,25.0,2011
708,3,Domaine Sainte-Marie 2014 VieVité Extraordinaire Rosé (Côtes de Provence),2,389,25.0,2014
785,9,San Pedro de Yacochuya 2012 Red (Salta),35,390,25.0,2012
717,3,JCB 2014 No. 5 Rosé (Côtes de Provence),2,391,25.0,2014
607,10,Quady North 2011 Steel-Ox Viognier (Rogue Valley),53,392,25.0,2011
496,8,Loess 2009 Collection Blanco Verdejo (Rueda),51,393,25.0,2009
129,11,Camberley 2004 Philosophers' Stone Red (Stellenbosch),26,394,25.0,2004
166,3,Domaine Berthoumieu 2013 Charles de Batz Tannat-Cabernet (Madiran),97,395,25.0,2013
585,10,Stevens 2016 StevensSteel Chardonnay (Yakima Valley),0,396,25.0,2016
606,10,Quady North 2011 Bomba Grenache (Rogue Valley),98,392,25.0,2011
722,9,Mendel 2015 Semillon (Mendoza),99,353,25.0,2015
78,10,Z'IVO 2015 Rosé of Pinot Noir (Eola-Amity Hills),41,397,25.0,2015
175,2,Tenuta Peter Sölva & Söhne 2007 De Silva Sauvignon (Alto Adige),47,398,25.0,2007
987,4,Sieber Rd 2007 Viognier (Barossa Valley),53,399,25.0,2007
983,10,Breggo 2008 Gewürztraminer (Anderson Valley),39,400,25.0,2008
388,10,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),41,401,25.0,1999
178,10,Kenwood 2005 Jack London Vineyard Syrah (Sonoma Valley),24,402,25.0,2005
270,2,Livio Felluga 2009 Friulano (Colli Orientali del Friuli),100,403,25.0,2009
247,10,Work 2004 Reserve Merlot (Sonoma Mountain),6,404,25.0,2004
62,10,Ram 2014 Alder Ridge Vineyard Cabernet Franc (Columbia Valley (WA)),86,405,25.0,2014
915,10,Coelho 2014 Atração Pinot Noir (Willamette Valley),41,311,25.0,2014
558,10,Terre Rouge 2014 Enigma White (Sierra Foothills),18,320,25.0,2014
571,10,Berryessa Gap 2015 Albariño (Yolo County),67,406,25.0,2015
622,10,Coiled 2009 Sidewinder Red,35,407,25.0,2009
843,10,Maryhill 2011 Proprietor's Reserve Cabernet Franc (Columbia Valley (WA)),86,408,25.0,2011
856,2,Fattoria La Rivolta 2015 Taburno Fiano (Sannio),101,409,25.0,2015
866,4,Beresford 2014 Handpicked Grenache Rosé (McLaren Vale),2,410,25.0,2014
150,10,Yardstick 2013 Ruth's Reach Cabernet Sauvignon (Napa Valley),17,411,25.0,2013
886,3,Loup Blanc 2007 La Mère Grand Red (Minervois),43,412,25.0,2007
108,10,Martin Ranch 2014 J.D. Hurley Zinfandel (Santa Clara Valley),70,413,26.0,2014
995,2,Benanti 2006 Edèlmio White (Sicilia),18,414,26.0,2006
581,10,Savage Grace 2016 Orange Oak Ridge Vineyard Gewürztraminer (Columbia Gorge (WA)),39,415,26.0,2016
668,10,Raphael 2014 Virgin Berry Riesling (North Fork of Long Island),5,416,26.0,2014
672,10,The Grapes of Roth 2014 Dry Riesling (Long Island),5,417,26.0,2014
140,2,Poderi Colla 2005 Costa Bruna  (Barbera d'Alba),96,386,26.0,2005
190,2,Fattoria Alois 2007 Campole Red (Campania),35,418,26.0,2007
272,2,Nals Margreid 2010 Sirmian Pinot Bianco (Alto Adige),92,419,26.0,2010
829,10,Columbia Winery 2013 Viognier (Columbia Valley (WA)),53,420,26.0,2013
157,1,Casa Santa Vitória 2013 Grande Reserva Tinto Red (Alentejano),29,421,26.0,2013
64,10,Sevtap 2015 Golden Horn Sauvignon Blanc (Santa Ynez Valley),9,422,26.0,2015
179,3,La Chablisienne 2006 Les Vénérables Vieilles Vignes  (Chablis),0,424,27.0,2006
944,10,Folin Cellars 2015 Estate Viognier (Rogue Valley),53,425,27.0,2015
9,3,Jean-Baptiste Adam 2012 Les Natures Pinot Gris (Alsace),50,426,27.0,2012
885,10,Kokomo 2008 Petite Sirah (Dry Creek Valley),102,427,27.0,2008
806,10,Iron Hub 2014 Small Lot Chardonnay (Sierra Foothills),0,428,27.0,2014
469,5,Dr. Loosen 2011 Wehlener Sonnenuhr Kabinett Riesling (Mosel),5,429,27.0,2011
621,10,Claiborne & Churchill 2010 Pinot Noir (Edna Valley),41,430,28.0,2010
705,7,Cloudy Bay 2014 Sauvignon Blanc (Marlborough),9,431,28.0,2014
635,8,Marqués de Murrieta 2010 Capellanía Viura (Rioja),19,432,28.0,2010
675,10,Acacia 2013 Pinot Noir (Carneros),41,433,28.0,2013
696,7,Saint Clair 2014 Pioneer Block 20 Dillons Point Cash Block Sauvignon Blanc (Marlborough),9,434,28.0,2014
715,9,Benvenuto de la Serna 2010 Trisagio Malbec-Petit Verdot-Tannat Red (Valle de Uco),35,435,28.0,2010
760,10,Mounts 2008 Estate Grown Syrah (Dry Creek Valley),24,436,28.0,2008
233,10,Silvan Ridge 2006 Reserve Pinot Noir (Willamette Valley),41,437,28.0,2006
314,10,Robert Mondavi 2008 Cabernet Sauvignon (Napa Valley),17,325,28.0,2008
826,2,Tenuta San Giorgio 2012 Ciampoleto  (Rosso di Montalcino),74,438,28.0,2012
300,10,Benessere 2007 Estate Sangiovese (Napa Valley),74,234,28.0,2007
857,10,Fess Parker 2013 Syrah (Santa Barbara County),24,439,28.0,2013
890,10,Phoenix Ranch 2009 Estate Viognier (Napa Valley),53,441,28.0,2009
899,2,Mazzei 2009 Fonterutoli  (Chianti Classico),74,442,28.0,2009
18,8,Pradorey 2010 Vendimia Seleccionada Finca Valdelayegua Single Vineyard Crianza  (Ribera del Duero),32,443,28.0,2010
623,10,Coiled 2010 Black Mamba Red,35,407,28.0,2010
823,10,Still Waters 2010 Malbec (Paso Robles),27,444,28.0,2010
507,10,Camaraderie 2009 Clifton Vineyard Syrah (Wahluke Slope),24,445,28.0,2009
167,10,Dracaena 2013 Cabernet Franc (Paso Robles),86,446,28.0,2013
508,10,Camaraderie 2009 Tempranillo (Yakima Valley),11,445,28.0,2009
203,1,Adega Cooperativa de Borba 2012 Montes Claros Garrafeira Red (Alentejo),29,447,28.0,2012
162,10,Claiborne & Churchill 2014 Claiborne Vineyard Riesling (Edna Valley),5,430,28.0,2014
199,10,Sierra Starr 2014 Rising Starr Estate Bottled Cabernet Franc (Nevada County),86,448,28.0,2014
445,2,Fattorie Romeo del Castello 2015 Vigorosa Rosato Nerello Mascalese (Etna),103,449,28.0,2015
687,10,Cooper-Garrod 2012 Gravel Ridge Vineyard Chardonnay (Santa Cruz Mountains),0,450,29.0,2012
164,6,Conde de Velázquez 2012 Condesa Real Premium Blend Red (Aconcagua Valley),35,451,29.0,2012
789,5,Von Schleinitz 2015 Apollo Dry Riesling (Mosel),5,452,29.0,2015
88,2,Poggio Alloro 2014 Le Mandorle Riserva  (Vernaccia di San Gimignano),82,453,29.0,2014
461,10,Chehalem 2012 Stoller Vineyards Pinot Blanc (Dundee Hills),75,454,29.0,2012
870,10,Greenwood Ridge 2013 Estate Bottled Syrah (Mendocino Ridge),24,455,29.0,2013
894,2,Jacopo Biondi-Santi 2008 Castello di Montepò  (Morellino di Scansano),74,457,29.0,2008
238,4,D'Arenberg 2006 The Derelict Vineyard Grenache (McLaren Vale),98,458,29.0,2006
937,10,Chehalem 2015 Stoller Vineyards Pinot Blanc (Dundee Hills),75,454,29.0,2015
910,9,Antucura 2011 Grand Vin Red (Vista Flores),26,459,30.0,2011
492,10,Zerba Cellars 2008 Sangiovese (Walla Walla Valley (WA)),74,461,30.0,2008
497,10,MICA Cellars 2009 Babcock Vineyard Cabernet Franc (Suisun Valley),86,462,30.0,2009
716,7,Carrick 2013 Unravelled Pinot Noir (Central Otago),41,463,30.0,2013
974,10,Covington 2006 Rough House Red Red (Walla Walla Valley (WA)),35,464,30.0,2006
132,11,Delheim 2001 Grand Reserve Cabernet Sauvignon (Simonsberg-Stellenbosch),17,465,30.0,2001
700,9,El Enemigo 2012 Bonarda (Mendoza),15,466,30.0,2012
430,10,Ojai 2014 McGinley Vineyard Sauvignon Blanc (Santa Ynez Valley),9,467,30.0,2014
16,9,Felix Lavaque 2010 Felix Malbec (Cafayate),27,468,30.0,2010
684,10,Chateau Ste. Michelle 2012 Canoe Ridge Vineyard Cabernet Sauvignon (Horse Heaven Hills),17,469,30.0,2012
11,3,Leon Beyer 2012 Gewurztraminer (Alsace),39,470,30.0,2012
204,10,J. Lohr 2014 Gesture G-S-M (Paso Robles),105,385,30.0,2014
669,10,Seven Hills 2013 McClellan Estate Vineyard Malbec (Walla Walla Valley (WA)),27,471,30.0,2013
655,10,St. Amant 2013 Lodi Native Marian's Vineyard Zinfandel (Mokelumne River),70,472,30.0,2013
424,10,Las Positas 2014 Verdigris White (California),18,473,30.0,2014
642,1,Luis Duarte 2013 Monte de Carrapatelo Colheita Seleccionada Tinto Red (Alentejano),29,474,30.0,2013
639,3,Domaines Schlumberger 2012 Kessler Grand Cru Pinot Gris (Alsace),50,475,30.0,2012
109,2,Ornellaia 2014 Le Volte Red (Toscana),35,476,30.0,2014
106,2,Marchesi de' Frescobaldi 2014 Castiglioni Red (Toscana),35,251,30.0,2014
769,2,Paternoster 2007 Synthesi  (Aglianico del Vulture),106,477,30.0,2007
243,10,Hermann J. Wiemer 2002 Blanc de Blanc Chardonnay (Finger Lakes),0,478,30.0,2002
907,1,Casa de Vilacetinho 2013 Bruto Avesso (Vinho Verde),107,479,30.0,2013
905,10,Brennan 2014 Super Nero Nero d'Avola (Texas),20,244,30.0,2014
454,16,Pillitteri 2012 Reserve Icewine Vidal (Niagara-On-The-Lake),108,480,30.0,2012
191,4,Henry's Drive Vignerons 2006 The Trial of John Montford Cabernet Sauvignon (Padthaway),17,481,30.0,2006
55,10,RustRidge 2010 Estate Bottled Chardonnay (Napa Valley),0,482,30.0,2010
294,9,Finca Sophenia 2011 Synthesis Malbec (Tupungato),27,81,30.0,2011
861,2,Graci 2015 Rosso  (Etna),103,483,30.0,2015
277,10,Trailhead 2010 Cabernet Sauvignon (Napa Valley),17,484,30.0,2010
853,5,Dr. H. Thanisch (Erben Thanisch) 2014 Thanisch Kabinett Riesling (Mosel),5,485,30.0,2014
275,9,Sottano 2009 Reserva de Familia Cabernet Sauvignon (Mendoza),17,486,30.0,2009
833,2,Dosio 2012  Nebbiolo d'Alba,78,487,30.0,2012
605,9,Proemio 2009 Gran Reserve Winemaker's Selection Red (Mendoza),35,488,30.0,2009
828,3,Clos Troteligotte 2013 K-libre Chenin Blanc (Côtes du Lot),30,489,30.0,2013
307,3,Domaine Bertagna 2009 Les Dames Huguettes  (Côte de Nuits-Villages),41,490,30.0,2009
98,2,Serpaia di Endrizzi 2010 Dono Riserva  (Morellino di Scansano),74,491,30.0,2010
170,5,Fritz Haag 2014 Brauneberger Feinherb Riesling (Mosel),5,345,30.0,2014
792,3,Bernard Magrez 2012 La Sérénité des Grands Chênes  (Médoc),26,492,30.0,2012
421,10,Guardian 2013 Confidential Source Merlot (Columbia Valley (WA)),6,495,30.0,2013
527,5,Wittmann 2015 Trocken Scheurebe (Rheinhessen),109,496,30.0,2015
151,1,Herdade Grande 2014 Gerações Colheita Seleccionada Branco White (Alentejano),1,23,30.0,2014
542,2,Abbazia di Novacella 2012 Praepositus Passito Kerner (Alto Adige Valle Isarco),110,497,30.0,2012
384,2,San Michele Eppan 2002 Sanct Valentin Gewürztraminer (Alto Adige),39,498,30.0,2002
713,10,Friedeman 2013 Dichotomy Pinot Noir (Russian River Valley),41,499,32.0,2013
19,10,Quiévremont 2012 Meritage (Virginia),111,355,32.0,2012
736,10,Felten Cellars 2013 Tempranillo (Paso Robles),11,500,32.0,2013
443,10,Dunbar 2012 Estate Grown Zinfandel (Sonoma Valley),70,501,32.0,2012
951,10,Yorkville Cellars 2013 Rennie Vineyard Organic Grapes Petit Verdot (Yorkville Highlands),93,502,32.0,2013
808,2,Moncaro 2015 Le Vele  (Verdicchio dei Castelli di Jesi Classico),112,503,32.0,2015
211,3,Famille Perrin 2013 Les Christins Red (Vacqueyras),43,504,32.0,2013
676,10,Array 2012 Dijon Clone Chardonnay (Yakima Valley),0,505,32.0,2012
207,10,Del Carlo Winery 2014 Home Ranch Teldeschi Vineyards Century Old Vine Zinfandel (Dry Creek Valley),70,506,32.0,2014
72,2,Grifalco 2013 Daginestra  (Aglianico del Vulture),106,507,32.0,2013
765,10,Robert Foley 2008 The Griffin Red (Napa Valley),35,508,32.0,2008
773,1,Monte da Penha 2005 Grande Reserva Red (Alentejo),29,509,32.0,2005
583,10,Silvertip 2014 Unfiltered Estate Pinot Noir (Santa Cruz Mountains),41,510,32.0,2014
784,1,Quinta do Sagrado 2008 VT '08 Red (Douro),29,511,32.0,2008
165,6,Cono Sur 2012 20 Barrels Cabernet Sauvignon (Maipo Valley),17,133,32.0,2012
743,10,Pech Merle 2013 Treborce Vineyard Zinfandel (Dry Creek Valley),70,512,33.0,2013
847,3,Domaine Bott-Geyl 2012 Galets Oligocène Pinot Noir (Alsace),41,513,33.0,2012
12,10,Louis M. Martini 2012 Cabernet Sauvignon (Alexander Valley),17,514,34.0,2012
241,10,Falcor 2005 Sangiovese (Napa Valley),74,515,34.0,2005
632,3,Jean-Marc Bernhard 2013 Wineck-Schlossberg Grand Cru Riesling (Alsace),5,516,34.0,2013
473,1,Herdade Grande 2010 Gerações Colheita Seleccionada Red (Alentejano),29,23,34.0,2010
793,10,Brian Carter Cellars 2012 Tuttorosso Red (Yakima Valley),35,517,34.0,2012
648,5,Reichsgraf von Kesselstatt 2014 Brauneberger Juffer-Sonnenuhr Spätlese Grosse Lage Riesling (Mosel),5,518,34.0,2014
386,10,Merriam 2000 Windacre Vineyard Merlot (Russian River Valley),6,519,34.0,2000
942,10,Ektimo Vineyards 2014 Pinot Noir (Russian River Valley),41,520,34.0,2014
329,10,Brutocao 2006 Reserve Zinfandel (Mendocino),70,521,34.0,2006
281,10,Cambria 2011 Bench Break Vineyard Pinot Noir (Santa Maria Valley),41,522,34.0,2011
758,10,MacRostie 2008 Pinot Noir (Sonoma Coast),41,523,34.0,2008
931,2,Borgogno F.lli Serio e Battista 2012  Barolo,78,524,35.0,2012
653,10,Scratch 2013 Grenache (Arroyo Seco),98,525,35.0,2013
782,10,Laetitia 2008 Cuvée M Sparkling (Arroyo Grande Valley),23,526,35.0,2008
804,10,Efeste 2014 Lola Evergreen Vineyard Chardonnay (Ancient Lakes),0,527,35.0,2014
664,2,Pecchenino 2013 Siri d'Jermu  (Dogliani Superiore),64,528,35.0,2013
878,3,Château Bel-Air Ortet 2009  Saint-Estèphe,26,529,35.0,2009
160,3,Château Vincens 2012 Malbec (Cahors),27,530,35.0,2012
161,10,Chronic Cellars 2013 Mr. Nibbles Red (Paso Robles),35,531,35.0,2013
756,10,Kuleto Estate 2008 Zinfandel (Napa Valley),70,532,35.0,2008
855,10,Edna Valley Vineyard 2013 Reserve Chardonnay (Edna Valley),0,533,35.0,2013
678,2,Baracchi Riccardo 2012 Smeriglio Syrah (Cortona),24,534,35.0,2012
679,10,Barrister 2012 Sagemoor Cabernet Sauvignon (Columbia Valley (WA)),17,535,35.0,2012
909,2,Castello di Neive 2013  Barbaresco,78,536,35.0,2013
193,3,Bertrand Ambroise 2006  St.-Romain,0,537,35.0,2006
524,10,Structure 2014 Wallula Syrah (Horse Heaven Hills),24,538,35.0,2014
451,2,Montemercurio 2007 Messaggero  (Vino Nobile di Montepulciano),74,539,35.0,2007
442,10,Wölffer 2013 Caya Cabernet Franc (Long Island),86,540,35.0,2013
336,6,Koyle 2015 Costa Pinot Noir (Colchagua Costa),41,541,35.0,2015
295,10,Treana 2008 Treana Red Cabernet Sauvignon-Syrah (Paso Robles),113,542,35.0,2008
689,10,Nadia 2012 Quattro Santa Barbara Highlands Vineyard Red (Santa Barbara County),35,543,35.0,2012
690,12,Nittnaus Hans und Christine 2013 Nit'ana Red (Burgenland),35,544,35.0,2013
493,10,Insania 2009 Red (Red Mountain),35,545,35.0,2009
692,2,Poggio Argentiera 2012 Capatosta  (Morellino di Scansano),35,546,35.0,2012
795,3,Château Corbin 2014 Divin de Corbin  (Saint-Émilion),26,547,35.0,2014
323,6,J. & F. Lurton 2006 Gran Araucano Cabernet Sauvignon (Colchagua Valley),17,97,35.0,2006
550,10,Artesa 2014 Estate Reserve Chardonnay (Carneros),0,548,35.0,2014
149,10,Wrath 2013 Destruction Level Red (Monterey),43,549,35.0,2013
195,2,Carpineto 2003 Riserva  (Vino Nobile di Montepulciano),114,550,35.0,2003
973,10,Alexander Valley Vineyards 2006 Alexander School Reserve Big Barrel Syrah (Alexander Valley),24,551,35.0,2006
427,10,Macari 2010 Cuvée Gabriella Brut Rosé Sparkling (North Fork of Long Island),23,552,35.0,2010
24,2,Canicattì 2009 Aynat Nero d'Avola (Sicilia),20,553,35.0,2009
521,10,Qupé 2013 Sawyer Lindquist Vineyard Grenache (Edna Valley),98,554,35.0,2013
184,10,Anaba 2007 Chardonnay (Sonoma Coast),0,555,35.0,2007
514,6,Cono Sur 2012 20 Barrels Limited Edition Peralillo Estate Merlot (Colchagua Valley),6,133,35.0,2012
258,11,Hartenberg 2007 Cabernet Sauvignon (Stellenbosch),17,556,35.0,2007
618,10,Barlow 2009 Unfiltered Merlot (Calistoga),6,557,35.0,2009
520,10,Qupé 2013 Doux Sawyer Lindquist Vineyard Marsanne (Edna Valley),115,554,35.0,2013
628,4,Kangarilla Road 2012 Alluvial Fans Shiraz (McLaren Vale),37,558,35.0,2012
604,8,Príncipe de Viana 2008 Reserva 1423 Red (Navarra),35,559,35.0,2008
838,10,Kontos 2011 Les Collines Vineyard Syrah (Walla Walla Valley (WA)),24,561,36.0,2011
638,3,Domaines Schlumberger 2010 Kitterlé Grand Cru Riesling (Alsace),5,475,36.0,2010
757,10,Lane Tanner 2009 Julia's Vineyard Pinot Noir (Santa Maria Valley),41,562,36.0,2009
219,15,Samuel Tinon 2015 Megyer Dry Furmint (Tokaj),116,563,36.0,2015
598,10,Midnight 2013 Starlight Sangiovese (Paso Robles),74,564,36.0,2013
268,2,Marchesi Fumanelli 2005 Terso White (Veneto),18,565,36.0,2005
603,10,Peconic Bay Winery 2010 Cabernet Franc (North Fork of Long Island),86,566,36.0,2010
121,10,Matrix 2007 Stuhlmuller Vineyard Chardonnay (Alexander Valley),0,567,36.0,2007
155,10,Big Basin 2013 Syrah (Santa Cruz Mountains),24,568,36.0,2013
239,10,Dogwood 2005 Cabernet Sauvignon (Mendocino),17,569,36.0,2005
214,10,Mounts 2014 Verah Red (Dry Creek Valley),43,436,36.0,2014
181,10,McIntyre Vineyards 2006 Mission Ranch Pinot Noir (Arroyo Seco),41,570,36.0,2006
261,9,Algodon 2008 Estate Blend Gran Reserva Red,35,571,37.0,2008
640,10,Foxen 2014 Tinaquaic Vineyard Chardonnay (Santa Maria Valley),0,572,37.0,2014
576,3,Château de Pressac 2014 Les Terrasses de Pressac  (Saint-Émilion),26,573,37.0,2014
953,10,Amalie Robert 2012 i Pinot Noir (Willamette Valley),41,574,38.0,2012
534,10,Le Vigne 2014 Di Domenico Cabernet Sauvignon (Paso Robles),17,575,38.0,2014
709,10,Dry Creek Vineyard 2012 DCV2 Estate Four Clones Vineyard Zinfandel (Dry Creek Valley),70,576,38.0,2012
783,10,Bella 2009 Big River Ranch Zinfandel (Alexander Valley),70,577,38.0,2009
158,2,Castello di Gabbiano 2012 Bellezza Gran Selezione  (Chianti Classico),74,579,38.0,2012
440,10,Walla Walla Vintners 2013 Cabernet Sauvignon (Walla Walla Valley (WA)),17,580,38.0,2013
569,10,Alleromb 2014 La Reyna Blanca Vineyard Chardonnay (Columbia Valley (WA)),0,581,38.0,2014
173,10,Le Cadeau 2014 Pinot Noir (Willamette Valley),41,582,38.0,2014
674,10,Truchard 2012 Estate Cabernet Sauvignon (Carneros),17,583,38.0,2012
803,10,Efeste 2013 Upright Klipsun Vineyard Merlot (Red Mountain),6,527,39.0,2013
122,10,Mauritson 2007 Rockpile Cemetary Vineyard Zinfandel (Rockpile),70,584,39.0,2007
